ID,Date,Period,Site,Transect,Morphogroup,Family,Genus,Notes,
5Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Apidae,Ceratina ,Female,
6Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Halictus,,
7Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Halictus,,
8Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Halictus,,
9Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,,
10Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,,
1Ck22,0022-06-28,Peak-Bloom,Clark1,2,OLB,Megachilidae,Megachile,,
2Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina ,Female,
3Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina ,,
4Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina ,Female,
5Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina ,Female,
6Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina ,Female,
7Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina ,Female,
8Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina ,Female,
9Ck22,0022-06-28,Peak-Bloom,Clark1,2,OLB,Andrenidae,Andrena,,
10Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Colletidae,Hylaeus,,
11Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Halictidae,Halictus,,
12Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Halictidae,Lasioglossum,,
1Ck32,0022-06-28,Peak-Bloom,Clark1,3,SB,Apidae,Nomada,,
2Ck32,0022-06-28,Peak-Bloom,Clark1,3,SB,Halictidae,Sphecodes,,
3Ck32,0022-06-28,Peak-Bloom,Clark1,3,OLB,Andrenidae,Andrena,Male,
4Ck32,0022-06-28,Peak-Bloom,Clark1,3,OLB,Andrenidae,Andrena,Male,
1Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Halictidae,Lasioglossum,,
2Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Apidae,Nomada,,
3Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Halictidae,Lasioglossum,,
4Ck42,0022-06-28,Peak-Bloom,Clark1,4,OLB,Andrenidae,Andrena,,
5Ck42,0022-06-28,Peak-Bloom,Clark1,4,OLB,Andrenidae,Andrena,Male,
6Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Halictidae,Lasioglossum,,
1Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Nomada,,
2Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Ceratina,Male,
3Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Ceratina,Male,
4Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Ceratina,Male,
1Aso21,0022-06-08,Pre-Bloom,Asotin,2,SB,Apidae,Ceratina,Male,
2Aso21,0022-06-08,Pre-Bloom,Asotin,2,SB,Halictidae,Halictus,,
2Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Apidae,Anthophora,,
3Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Andrenidae,Andrena,Male,
4Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Andrenidae,Andrena,,
5Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Andrenidae,Andrena,,
6Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Halictidae,Halictus,,
7Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Halictus ,Lasioglossum,,
8Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Apidae,Ceratina,Female,
9Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Apidae,Ceratina,Male,
10Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Apidae,Ceratina,Male,
11Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Halictus ,Lasioglossum,,
1Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,Head missing/recovered,
2Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Apidae,Nomada,,
3Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Apidae,Nomada,,
4Aso41,0022-06-08,Pre-Bloom,Asotin,4,GB,Megachilidae,Osmia,,
5Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Sphecodes,,
6Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Apidae,Nomada,,
7Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,Male,
8Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
9Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
10Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
11Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
12Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
13Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
14Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
15Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
16Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Halictidae,Halictus,,
17Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Apidae,Ceratina,Male,
18Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
19Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
20Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,
21Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Lasioglossum,,
22Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Lasioglossum,,
23Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Lasioglossum,,
1Span11,0022-06-09,Pre-Bloom,Spangle,1,SB,Andrenidae,Andrena,,
2Span11,0022-06-09,Pre-Bloom,Spangle,1,SB,Andrenidae,Andrena,,
1Span21,0022-06-09,Pre-Bloom,Spangle,2,OLB,Andrenidae,Andrena,Male,
2Span21,0022-06-09,Pre-Bloom,Spangle,2,SB,Halictidae,Lasioglossum,,
3Span21,0022-06-09,Pre-Bloom,Spangle,2,OLB,Andrenidae,Andrena,,
1Span41,0022-06-09,Pre-Bloom,Spangle,4,SB,Andrenidae,Andrena,,
1Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,
2Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Apidae,Nomada,,
3Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,
4Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,
5Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,
6Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,
7Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,
8Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,
9Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,
10Hut11,0022-06-22,Pre-Bloom,Hutchins,1,OLB,Apidae,Melissodes,,
1Hut21,0022-06-22,Pre-Bloom,Hutchins,2,SB,Apidae,Ceratina,Male,
2Hut21,0022-06-22,Pre-Bloom,Hutchins,2,SB,Halictidae,Lasioglossum,,
3Hut21,0022-06-22,Pre-Bloom,Hutchins,2,OLB,Andrenidae,Andrena,,
1Hut31,0022-06-22,Pre-Bloom,Hutchins,3,OLB,Apidae,Nomada,,
2Hut31,0022-06-22,Pre-Bloom,Hutchins,3,OLB,Apidae,Nomada,,
3Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Apidae,Nomada,,
4Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Halictidae,Lasioglossum,,
5Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Halictidae,Halictus,,
6Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Halictidae,Lasioglossum,Abdomen missing,
1Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Nomada,,
2Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Nomada,,
3Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Nomada,,
4Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Melissodes,,
5Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
6Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
7Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
8Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
9Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
10Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
11Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
12Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
13Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
14Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
15Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Lasioglossum,,
16Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
17Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
18Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,
1Ckk12,0022-06-27,Peak-Bloom,Clark2,1,SB,Apidae,Nomada,,
2Ckk12,0022-06-27,Peak-Bloom,Clark2,1,SB,Apidae,Nomada,,
3Ckk12,0022-06-27,Peak-Bloom,Clark2,1,GB,Megachilidae,Osmia,,
4Ckk12,0022-06-27,Peak-Bloom,Clark2,1,SB,Andrenidae,Andrena,,
1Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Apidae,Nomada,,
2Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Apidae,Nomada,,
3Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Halictidae,Sphecodes,,
4Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Apidae,Ceratina,,
5Ckk22,0022-06-27,Peak-Bloom,Clark2,2,GB,Megachilidae,Osmia,,
6Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Andrenidae,Andrena,,
1Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,
2Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Andrenidae,Andrena,,
3Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Halictidae,Sphecodes,,
4Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Colletidae,Hylaeus,,
5Ckk32,0022-06-27,Peak-Bloom,Clark2,3,OLB,Andrenidae,Andrena,,
6Ckk32,0022-06-27,Peak-Bloom,Clark2,3,GB,Megachilidae,Osmia,,
7Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Andrenidae,Andrena,,
8Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Andrenidae,Andrena,,
9Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,
10Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Halictidae,Lasioglossum,,
1Ckk42,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,
2Ckk42,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,
1Kam13,0022-07-19,Post-Bloom,Kamiak,1,BB,Apidae,Bombus,,
2Kam13,0022-07-19,Post-Bloom,Kamiak,1,SB,Halictidae,Lasioglossum,,
1Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Lasioglossum,,
2Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Colletidae,Hylaeus,,
3Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Lasioglossum,,
4Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Colletidae,Colletes,,
5Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Dufourea,,
6Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Dufourea,,
2Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,
3Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Apidae,Ceratina,,
4Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,
5Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Halictidae,Dufourea,,
6Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Megachilidae,Megachile,,
1Kam43,0022-07-19,Post-Bloom,Kamiak,4,SB,Apidae,Nomada,,
2Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Megachilidae,Megachile,,
3Kam43,0022-07-19,Post-Bloom,Kamiak,4,GB,Halictidae,Agapostemon,,
4Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Andrenidae,Andrena,,
5Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Andrenidae,Andrena,Abdomen missing/recovered,
6Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Halictidae,Lasioglossum,,
7Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Megachilidae,Osmia,,
1Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Nomada,,
2Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Nomada,,
3Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Nomada,,
4Kam11,0022-06-15,Pre-Bloom,Kamiak,1,HB,Apidae,Apis,,
5Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
6Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
7Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
8Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
9Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
10Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
11Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
12Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
13Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Apidae,Ceratina,Male,
14Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
15Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,
16Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,
17Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Melissodes,,
18Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,Male,
19Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,Male,
20Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,head missing,
21Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,
22Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,
23Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,
24Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Halictidae,Halictus,Head and abdomen missing. Abdomen recovered,
25Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Andrena,,
26Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,Missing head,
27Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Halictidae,Lasioglossum,,
28Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Halictidae,Halictus,,
29Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,
1Kam21,0022-06-15,Pre-Bloom,Kamiak,2,OLB,Apidae,Nomada,,
2Kam21,0022-06-15,Pre-Bloom,Kamiak,2,BB,Apidae,Anthophora,,
1Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Megachilidae,Osmia,,
2Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Apidae,Melissodes,,
3Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Apidae,Melissodes,,
4Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,
5Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Halictus,,
6Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,
8Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Andrenidae,Andrena,,
9Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,
1Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Apidae,Nomada,,
2Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Apidae,Nomada,"Head missing, recovered. Abdomen missing",
3Kam41,0022-06-15,Pre-Bloom,Kamiak,4,OLB,Apidae,Melissodes,,
4Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Andrenidae,Andrena,,
5Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Andrenidae,Andrena,,
6Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Halictidae,Halictus,,
7Kam41,0022-06-15,Pre-Bloom,Kamiak,4,OLB,Andrenidae,Andrena,,
8Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Andrenidae,Protandrena,Head missing,
1Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Apidae,Nomada,,
2Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Apidae,Ceratina,Male,
3Ckk11,0022-06-07,Pre-Bloom,Clark2,1,GB,Megachilidae,Osmia,head missing,
4Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Halictidae,Lasioglossum,,
5Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Halictidae,Lasioglossum,,
6Ckk11,0022-06-07,Pre-Bloom,Clark2,1,GB,Megachilidae,Osmia,,
1Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,
2Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,
3Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,
4Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,
5Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,
6Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,
7Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,
8Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,
9Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,
10Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Halictidae,Lasioglossum,,
11Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Halictidae,Halictus,Abdomen missing/recovered,
12Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Halictidae,Halictus,,
13Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Andrenidae,Andrena,,
14Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Megachilidae,Osmia,,
15Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,*Silas check. Keys out to nomada but looks like wasp,
16Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Halictidae,Halictus,,
1Ckk31,0022-06-07,Pre-Bloom,Clark2,3,SB,Apidae,Ceratina,Male,
1Ckk41,0022-06-07,Pre-Bloom,Clark2,4,OLB,Apidae,Nomada,,
2Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Nomada,,
3Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male,
4Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male. Abdomen missing. Head missing/recovered.,
5Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male,
6Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male,
7Ckk41,0022-06-07,Pre-Bloom,Clark2,4,OLB,Megachilidae,Osmia,,
1SH13,0022-07-27,Post-Bloom,Smoot,1,OLB,Apidae,Epoleus,,
2SH13,0022-07-27,Post-Bloom,Smoot,1,SB,Halictidae,Lasioglossum,,
3SH13,0022-07-27,Post-Bloom,Smoot,1,SB,Halictidae,Lasioglossum,*Silas check. Keys out to lasioglossum but has yellow legs,
4SH13,0022-07-27,Post-Bloom,Smoot,1,OLB,Apidae,Epoleus,,
5SH13,0022-07-27,Post-Bloom,Smoot,1,OLB,Halictidae,Lasioglossum,,
1SH23,0022-07-27,Post-Bloom,Smoot,2,SB,Apidae,Ceratina,,
2SH23,0022-07-27,Post-Bloom,Smoot,2,SB,Halictidae,Lasioglossum,,
3SH23,0022-07-27,Post-Bloom,Smoot,2,OLB,Halictidae,Lasioglossum,,
4SH23,0022-07-27,Post-Bloom,Smoot,2,OLB,Halictidae,Halictus,,
5SH23,0022-07-27,Post-Bloom,Smoot,2,OLB,Halictidae,Halictus,,
1SH33,0022-07-27,Post-Bloom,Smoot,3,BB,Apidae,Bombus,,
2SH33,0022-07-27,Post-Bloom,Smoot,3,OLB,Apidae,Nomada,,
3SH33,0022-07-27,Post-Bloom,Smoot,3,SB,Halictidae,Halictus,,
1SH43,0022-07-27,Post-Bloom,Smoot,3,BB,Apidae,Bombus,,
2SH43,0022-07-27,Post-Bloom,Smoot,3,BB,Apidae,Bombus,,
3SH43,0022-07-27,Post-Bloom,Smoot,3,OLB,Halictidae,Lasioglossum,,
4SH43,0022-07-27,Post-Bloom,Smoot,3,SB,Halictidae,Halictus,,
1Chpp23,0022-07-25,Post-Bloom,Chipman2,2,SB,Megachilidae,Osmia,,
1Chpp43,0022-07-25,Post-Bloom,Chipman2,4,BB,Apidae,Bombus,,
1Ck13,0022-07-26,Post-Bloom,Clark1,1,BB,Apidae,Bombus,,
2Ck13,0022-07-26,Post-Bloom,Clark1,1,OLB,Apidae,Nomada,,
3Ck13,0022-07-26,Post-Bloom,Clark1,1,OLB,Andrenidae,Andrena,,
4Ck13,0022-07-26,Post-Bloom,Clark1,1,OLB,Andrenidae,Andrena,,
5Ck13,0022-07-26,Post-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,Abdomen missing,
6Ck13,0022-07-26,Post-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,,
1Ck23,0022-07-26,Post-Bloom,Clark1,2,SB,Halictidae,Lasioglossum,,
2Ck23,0022-07-26,Post-Bloom,Clark1,2,SB,Halictidae,Lasioglossum,,
3Ck23,0022-07-26,Post-Bloom,Clark1,2,SB,Halictidae,Lasioglossum,,
1Ck24,0022-07-26,Post-Bloom,Clark1,4,SB,Halictidae,Lasioglossum,,
1Plaz11,0022-06-09,Pre-Bloom,Plaza,1,SB,Andrenidae,Andrena,,
1Plaz21,0022-06-09,Pre-Bloom,Plaza,2,OLB,Andrenidae,Andrena,,
2Plaz21,0022-06-09,Pre-Bloom,Plaza,2,GB,Megachilidae,Osmia,,
3Plaz21,0022-06-09,Pre-Bloom,Plaza,2,SB,Halictidae,Lasioglossum,,
4Plaz21,0022-06-09,Pre-Bloom,Plaza,2,SB,Megachilidae,Osmia,,
1Plaz31,0022-06-09,Pre-Bloom,Plaza,3,SB,Megachilidae,Osmia,,
1Plaz41,0022-06-09,Pre-Bloom,Plaza,4,OLB,Andrenidae,Andrena,,
2Plaz41,0022-06-09,Pre-Bloom,Plaza,4,SB,Halictidae,Lasioglossum,,
1Chp13,0022-07-25,Post-Bloom,Chipman1,1,OLB,Andrenidae,Andrena,,
2Chp13,0022-07-25,Post-Bloom,Chipman1,1,OLB,Andrenidae,Andrena,,
3Chp13,0022-07-25,Post-Bloom,Chipman1,1,SB,Halictidae,Lasioglossum,,
4Chp13,0022-07-25,Post-Bloom,Chipman1,1,SB,Halictidae,Lasioglossum,,
1Chp23,0022-07-25,Post-Bloom,Chipman1,2,SB,Apidae,Ceratina,,
2Chp23,0022-07-25,Post-Bloom,Chipman1,2,SB,Apidae,Ceratina,,
3Chp23,0022-07-25,Post-Bloom,Chipman1,2,SB,Apidae,Ceratina,,
4Chp23,0022-07-25,Post-Bloom,Chipman1,2,SB,Apidae,Ceratina,,
5Chp23,0022-07-25,Post-Bloom,Chipman1,2,OLB,Halictidae,Halictus,,
1Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
2Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
3Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
4Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
5Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
6Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
7Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
8Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
9Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
10Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
11Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
12Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
13Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
14Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
15Chp33,0022-07-25,Post-Bloom,Chipman1,3,BB,Apidae,Bombus,,
16Chp33,0022-07-25,Post-Bloom,Chipman1,3,BB,Apidae,Bombus,,
17Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
18Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
19Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
20Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
21Chp33,0022-07-25,Post-Bloom,Chipman1,3,SB,Apidae,Ceratina,,
