Barcode#,ID,Date,Site,Period,Transect,Genus,Subgenus,Species,sex,HW,det:,Lat,Long,Day,Month,Year,County,State,Country,Host,Catch
WSUC00051827,160,7/21/2022,Aso_c,3,4,Andrena,,prunorum,M,3.00,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052610,161,7/21/2022,Aso_c,3,4,Andrena,,scurra,F,2.75,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051866,162,7/21/2022,Aso_c,3,4,Andrena,,prunorum,M,2.66,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052506,163,7/21/2022,Aso_c,3,4,Andrena,,scurra,F,2.67,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051892,164,7/21/2022,Aso_c,3,4,Andrena,,prunorum,M,2.98,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052493,165,7/21/2022,Aso_c,3,4,Andrena,,scurra,F,2.77,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052598,166,7/21/2022,Aso_c,3,4,Andrena,,knuthiana,F,2.46,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052467,167,7/21/2022,Aso_c,3,4,Andrena,,scurra,F,2.69,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052402,168,7/21/2022,Aso_c,3,4,Andrena,,scurra,F,2.54,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052172,169,7/21/2022,Aso_c,3,4,Lasioglossum,,pulveris,F,1.53,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052138,170,7/21/2022,Aso_c,3,4,Lasioglossum,,pulveris,M,1.30,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052139,171,7/21/2022,Aso_c,3,4,Lasioglossum,,pulveris,M,1.38,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052195,172,7/21/2022,Aso_c,3,4,Sphecodes,,B,M,1.58,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052014,173,7/21/2022,Aso_c,3,4,Wasp,,,,1.33,,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052325,174,7/21/2022,Aso_c,3,4,Sphecodes,,C,M,1.34,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052060,175,7/21/2022,Aso_c,3,4,Lasioglossum,,pulveris,M,1.24,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052163,176,7/21/2022,Aso_c,3,4,Lasioglossum,,punctatoventre,F,1.57,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052071,177,7/21/2022,Aso_c,3,4,Lasioglossum,,incompletum,F,1.46,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052084,178,7/21/2022,Aso_c,3,4,Lasioglossum,,incompletum,F,1.28,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052353,179,7/21/2022,Aso_c,3,4,Halictus,,tuipautitus,F,1.77,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052223,180,7/21/2022,Aso_c,3,4,Halictus,,tuipautitus,F,1.69,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052716,181,7/21/2022,Aso_c,3,4,Lasioglossum,(Dialictus),,M,1.11,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052100,182,7/21/2022,Aso_c,3,4,Lasioglossum,,pulveris,M,1.28,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052077,183,7/21/2022,Aso_c,3,4,Wasp,,,,1.50,,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052275,184,7/21/2022,Aso_c,3,4,Halictus,,tuipautitus,F,1.68,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052298,185,7/21/2022,Aso_c,3,4,Wasp,,,,1.54,,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052729,186,7/21/2022,Aso_c,3,4,Lasioglossum,(Dialictus),,M,NA,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052116,187,7/21/2022,Aso_c,3,4,Wasp,,,,1.25,,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052663,188,7/21/2022,Aso_c,3,4,Lasioglossum,(Dialictus),,M,1.22,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052429,189,7/21/2022,Aso_c,3,4,Lasioglossum,(Dialictus),,M,1.22,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051902,190,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.67,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051941,191,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.70,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051798,192,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.77,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051928,193,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.83,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051850,194,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.63,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051837,195,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.75,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051954,196,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.54,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051824,197,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.63,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052007,198,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.61,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051682,199,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.80,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051929,200,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.68,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051708,201,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.81,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051916,202,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.72,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051851,203,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.63,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051656,204,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.68,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051942,205,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.74,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051747,206,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.72,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051994,207,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.71,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051825,208,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.50,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051694,209,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.73,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051799,210,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.47,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051968,211,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.72,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051877,212,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.73,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051955,213,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.66,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051759,214,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.77,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051746,215,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.62,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051669,216,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.62,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051890,217,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.75,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051812,218,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.77,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051981,219,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.70,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051903,220,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.57,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051720,221,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.68,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051786,222,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.80,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051760,223,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.83,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051721,224,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.70,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051838,225,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.53,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051773,226,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.75,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051733,227,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.51,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051695,228,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.72,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051864,229,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.64,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051734,230,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.68,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051657,231,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.64,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051800,232,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.70,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051878,233,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.62,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051696,234,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.74,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051943,235,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.64,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051944,236,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,3.03,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051930,237,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.61,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051995,238,7/21/2022,Aso_c,3,2,Andrena,,prunorum,F,3.38,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052389,239,7/21/2022,Aso_c,3,2,Andrena,,scurra,F,2.63,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051684,240,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,3.18,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051762,241,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,3.08,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052428,242,7/21/2022,Aso_c,3,2,Andrena,,scurra,F,2.69,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051788,243,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,2.85,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051775,244,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,3.19,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051970,245,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,3.30,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052009,246,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,3.08,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052010,247,7/21/2022,Aso_c,3,2,Andrena,,prunorum,M,3.05,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051843,248,7/21/2022,Aso_c,3,2,Lasioglossum,,pacifica,F,2.37,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052572,249,7/21/2022,Aso_c,3,2,Andrena,,knuthiana,F,2.41,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052611,250,7/21/2022,Aso_c,3,2,Andrena,,knuthiana,F,2.50,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052092,251,7/21/2022,Aso_c,3,2,Halictus,,ligatus,F,2.43,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052507,252,7/21/2022,Aso_c,3,2,Andrena,,knuthiana,F,NA,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052374,253,7/21/2022,Aso_c,3,2,Lasioglossum,,prasinogaster,F,1.39,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052306,254,7/21/2022,Aso_c,3,2,Lasioglossum,,punctatoventre,F,1.54,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052112,255,7/21/2022,Aso_c,3,2,Lasioglossum,,pulveris,M,1.41,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052178,256,7/21/2022,Aso_c,3,2,Lasioglossum,,pulveris,M,1.41,KWWright2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052456,257,7/21/2022,Aso_c,3,2,Lasioglossum,(Dialictus),,M,0.96,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00052456,258,7/21/2022,Aso_c,3,2,Lasioglossum,(Dialictus),,M,1.11,CALankford2025,46.25037,-117.26272,21,July,2022,Asotin,WA,USA,Canola,Net
WSUC00051895,259,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,4.02,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051830,260,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,3.93,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051869,261,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,3.87,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051817,262,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,3.59,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051947,263,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,3.79,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051921,264,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,3.99,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051986,265,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,4.24,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051973,266,7/7/2022,Hutch_c,2,2,Apis,,mellifera,F,4.07,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052303,267,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.46,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052186,268,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.43,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052264,269,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.47,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052082,270,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.45,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052430,271,7/7/2022,Hutch_c,2,2,Lasioglossum,(Dialictus),,M,1.01,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052355,272,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.43,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052190,273,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,M,1.23,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052147,274,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.52,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052316,275,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.41,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052108,276,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.63,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052508,277,7/7/2022,Hutch_c,2,2,Lasioglossum,(Dialictus),,M,1.25,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052199,278,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.65,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052277,279,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.46,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052307,280,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,M,1.14,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052329,281,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.47,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052160,282,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,F,1.42,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052124,283,7/7/2022,Hutch_c,2,2,Lasioglossum,,punctatoventre,F,1.46,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052320,284,7/7/2022,Hutch_c,2,2,Lasioglossum,,pulveris,M,1.35,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052548,285,7/7/2022,Hutch_c,2,1,Nomada,,A,M,2.64,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051919,286,7/7/2022,Hutch_c,2,1,Andrena,,prunorum,M,2.98,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052342,287,7/7/2022,Hutch_c,2,1,Lasioglossum,,pulveris,F,1.49,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052121,288,7/7/2022,Hutch_c,2,1,Lasioglossum,,pulveris,F,1.74,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052290,289,7/7/2022,Hutch_c,2,1,Lasioglossum,,pulveris,F,1.42,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051999,290,7/7/2022,Hutch_c,2,3,Apis,,mellifera,F,3.74,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051960,291,7/7/2022,Hutch_c,2,3,Apis,,mellifera,F,3.62,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051934,292,7/7/2022,Hutch_c,2,3,Apis,,mellifera,F,3.60,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051908,293,7/7/2022,Hutch_c,2,3,Apis,,mellifera,F,3.77,CALankford2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052535,294,7/7/2022,Hutch_c,2,3,Nomada,,A,M,2.79,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052380,295,7/7/2022,Hutch_c,2,3,Nomada,,A,M,3.19,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052379,296,7/7/2022,Hutch_c,2,3,Nomada,,,M,2.54,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052013,297,7/7/2022,Hutch_c,2,3,Wasp,,,,2.42,,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052043,298,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,F,1.45,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052533,299,7/7/2022,Hutch_c,2,3,Andrena,,knuthiana,F,2.42,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052546,300,7/7/2022,Hutch_c,2,3,Andrena,,knuthiana,F,2.13,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052212,301,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,F,1.54,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052030,302,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,F,1.50,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052134,303,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,F,NA,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052727,304,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,M,1.32,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052237,305,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,F,1.35,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052211,306,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,F,1.44,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052276,307,7/7/2022,Hutch_c,2,3,Lasioglossum,,pulveris,F,1.53,KWWright2025,46.38152,-117.87861,7,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051709,308,6/29/2022,Aso_c,2,1,Andrena,,prunorum,F,3.86,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051971,309,6/29/2022,Aso_c,2,1,Andrena,,prunorum,M,2.85,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052457,310,6/29/2022,Aso_c,2,1,Nomada,,,M,3.14,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051984,311,6/29/2022,Aso_c,2,1,Andrena,,prunorum,M,3.18,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051997,312,6/29/2022,Aso_c,2,1,Andrena,,prunorum,M,3.15,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051670,313,6/29/2022,Aso_c,2,1,Andrena,,prunorum,F,3.82,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051722,314,6/29/2022,Aso_c,2,1,Andrena,,prunorum,F,3.83,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051813,315,6/29/2022,Aso_c,2,1,Andrena,,prunorum,F,3.69,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051683,316,6/29/2022,Aso_c,2,1,Andrena,,prunorum,F,3.83,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052676,317,6/29/2022,Aso_c,2,1,Andrena,,scurra,F,2.61,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
