ID,date,period,site,transect,morphogroup,family,genus,Notes,week,land_type
17Chp31,0022-06-02,Pre-Bloom,Chipman1,3,SB,Apidae,Ceratina,Male,22,canola
18Chp31,0022-06-02,Pre-Bloom,Chipman1,3,SB,Apidae,Ceratina,Male,22,canola
19Chp31,0022-06-02,Pre-Bloom,Chipman1,3,SB,Apidae,Ceratina,Male,22,canola
20Chp31,0022-06-02,Pre-Bloom,Chipman1,3,SB,Apidae,Ceratina,Male,22,canola
21Chp31,0022-06-02,Pre-Bloom,Chipman1,3,SB,Apidae,Ceratina,Male,22,canola
1Chp41,0022-06-02,Pre-Bloom,Chipman1,4,SB,Apidae,Nomada,,22,canola
2Chp41,0022-06-02,Pre-Bloom,Chipman1,4,OLB,Andrenidae,Andrena,,22,canola
3Chp41,0022-06-02,Pre-Bloom,Chipman1,4,SB,Apidae,Nomada,,22,canola
4Chp41,0022-06-02,Pre-Bloom,Chipman1,4,OLB,Andrenidae,Andrena,,22,canola
5Chp41,0022-06-02,Pre-Bloom,Chipman1,4,SB,Apidae,Ceratina,Male,22,canola
6Chp41,0022-06-02,Pre-Bloom,Chipman1,4,OLB,Andrenidae,Andrena,,22,canola
7Chp41,0022-06-02,Pre-Bloom,Chipman1,4,SB,Halictidae,Lasioglossum,,22,canola
8Chp41,0022-06-02,Pre-Bloom,Chipman1,4,SB,Apidae,Ceratina,Male,22,canola
9Chp41,0022-06-02,Pre-Bloom,Chipman1,4,SB,Apidae,Ceratina,Male,22,canola
1Ck12,0022-06-28,Peak-Bloom,Clark1,1,OLB,Apidae,Nomada,,26,canola
2Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Apidae,Ceratina,Female,26,canola
3Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Apidae,Ceratina,Female,26,canola
4Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Apidae,Ceratina,Male,26,canola
5Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Apidae,Ceratina,Female,26,canola
6Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Halictus,,26,canola
7Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Halictus,,26,canola
8Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Halictus,,26,canola
9Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,,26,canola
10Ck12,0022-06-28,Peak-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,,26,canola
1Ck22,0022-06-28,Peak-Bloom,Clark1,2,OLB,Megachilidae,Megachile,,26,canola
2Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina,Female,26,canola
3Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina,,26,canola
4Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina,Female,26,canola
5Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina,Female,26,canola
6Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina,Female,26,canola
7Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina,Female,26,canola
8Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Apidae,Ceratina,Female,26,canola
9Ck22,0022-06-28,Peak-Bloom,Clark1,2,OLB,Andrenidae,Andrena,,26,canola
10Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Colletidae,Hylaeus,,26,canola
11Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Halictidae,Halictus,,26,canola
12Ck22,0022-06-28,Peak-Bloom,Clark1,2,SB,Halictidae,Lasioglossum,,26,canola
1Ck32,0022-06-28,Peak-Bloom,Clark1,3,SB,Apidae,Nomada,,26,canola
2Ck32,0022-06-28,Peak-Bloom,Clark1,3,SB,Halictidae,Sphecodes,,26,canola
3Ck32,0022-06-28,Peak-Bloom,Clark1,3,OLB,Andrenidae,Andrena,Male,26,canola
4Ck32,0022-06-28,Peak-Bloom,Clark1,3,OLB,Andrenidae,Andrena,Male,26,canola
1Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Halictidae,Lasioglossum,,26,canola
2Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Apidae,Nomada,,26,canola
3Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Halictidae,Lasioglossum,,26,canola
4Ck42,0022-06-28,Peak-Bloom,Clark1,4,OLB,Andrenidae,Andrena,,26,canola
5Ck42,0022-06-28,Peak-Bloom,Clark1,4,OLB,Andrenidae,Andrena,Male,26,canola
6Ck42,0022-06-28,Peak-Bloom,Clark1,4,SB,Halictidae,Lasioglossum,,26,canola
1Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Nomada,,23,canola
2Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Ceratina,Male,23,canola
3Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Ceratina,Male,23,canola
4Aso11,0022-06-08,Pre-Bloom,Asotin,1,SB,Apidae,Ceratina,Male,23,canola
1Aso21,0022-06-08,Pre-Bloom,Asotin,2,SB,Apidae,Ceratina,Male,23,canola
2Aso21,0022-06-08,Pre-Bloom,Asotin,2,SB,Halictidae,Halictus,,23,canola
2Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Apidae,Anthophora,,23,canola
3Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Andrenidae,Andrena,Male,23,canola
4Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Andrenidae,Andrena,,23,canola
5Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Andrenidae,Andrena,,23,canola
6Aso31,0022-06-08,Pre-Bloom,Asotin,3,OLB,Halictidae,Halictus,,23,canola
7Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Halictidae,Lasioglossum,,23,canola
8Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Apidae,Ceratina,Female,23,canola
9Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Apidae,Ceratina,Male,23,canola
10Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Apidae,Ceratina,Male,23,canola
11Aso31,0022-06-08,Pre-Bloom,Asotin,3,SB,Halictidae,Lasioglossum,,23,canola
1Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,Head missing/recovered,23,canola
2Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Apidae,Nomada,,23,canola
3Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Apidae,Nomada,,23,canola
4Aso41,0022-06-08,Pre-Bloom,Asotin,4,GB,Megachilidae,Osmia,,23,canola
5Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Sphecodes,,23,canola
6Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Apidae,Nomada,,23,canola
7Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,Male,23,canola
8Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
9Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
10Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
11Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
12Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
13Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
14Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
15Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
16Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Halictidae,Halictus,,23,canola
17Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Apidae,Ceratina,Male,23,canola
18Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
19Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
20Aso41,0022-06-08,Pre-Bloom,Asotin,4,OLB,Andrenidae,Andrena,,23,canola
21Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Lasioglossum,,23,canola
22Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Lasioglossum,,23,canola
23Aso41,0022-06-08,Pre-Bloom,Asotin,4,SB,Halictidae,Lasioglossum,,23,canola
1Span11,0022-06-09,Pre-Bloom,Spangle,1,SB,Andrenidae,Andrena,,23,canola
2Span11,0022-06-09,Pre-Bloom,Spangle,1,SB,Andrenidae,Andrena,,23,canola
1Span21,0022-06-09,Pre-Bloom,Spangle,2,OLB,Andrenidae,Andrena,Male,23,canola
2Span21,0022-06-09,Pre-Bloom,Spangle,2,SB,Halictidae,Lasioglossum,,23,canola
3Span21,0022-06-09,Pre-Bloom,Spangle,2,OLB,Andrenidae,Andrena,,23,canola
1Span41,0022-06-09,Pre-Bloom,Spangle,4,SB,Andrenidae,Andrena,,23,canola
1Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,25,canola
2Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Apidae,Nomada,,25,canola
3Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,25,canola
4Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,25,canola
5Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,25,canola
6Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,25,canola
7Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Lasioglossum,,25,canola
8Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,25,canola
9Hut11,0022-06-22,Pre-Bloom,Hutchins,1,SB,Halictidae,Halictus,,25,canola
10Hut11,0022-06-22,Pre-Bloom,Hutchins,1,OLB,Apidae,Melissodes,,25,canola
1Hut21,0022-06-22,Pre-Bloom,Hutchins,2,SB,Apidae,Ceratina,Male,25,canola
2Hut21,0022-06-22,Pre-Bloom,Hutchins,2,SB,Halictidae,Lasioglossum,,25,canola
3Hut21,0022-06-22,Pre-Bloom,Hutchins,2,OLB,Andrenidae,Andrena,,25,canola
1Hut31,0022-06-22,Pre-Bloom,Hutchins,3,OLB,Apidae,Nomada,,25,canola
2Hut31,0022-06-22,Pre-Bloom,Hutchins,3,OLB,Apidae,Nomada,,25,canola
3Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Apidae,Nomada,,25,canola
4Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Halictidae,Lasioglossum,,25,canola
5Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Halictidae,Halictus,,25,canola
6Hut31,0022-06-22,Pre-Bloom,Hutchins,3,SB,Halictidae,Lasioglossum,Abdomen missing,25,canola
1Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Nomada,,25,canola
2Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Nomada,,25,canola
3Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Nomada,,25,canola
4Hut41,0022-06-22,Pre-Bloom,Hutchins,4,OLB,Apidae,Melissodes,,25,canola
5Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
6Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
7Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
8Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
9Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
10Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
11Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
12Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
13Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
14Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
15Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Lasioglossum,,25,canola
16Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
17Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
18Hut41,0022-06-22,Pre-Bloom,Hutchins,4,SB,Halictidae,Halictus,,25,canola
1Ckk12,0022-06-27,Peak-Bloom,Clark2,1,SB,Apidae,Nomada,,26,canola
2Ckk12,0022-06-27,Peak-Bloom,Clark2,1,SB,Apidae,Nomada,,26,canola
3Ckk12,0022-06-27,Peak-Bloom,Clark2,1,GB,Megachilidae,Osmia,,26,canola
4Ckk12,0022-06-27,Peak-Bloom,Clark2,1,SB,Andrenidae,Andrena,,26,canola
1Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Apidae,Nomada,,26,canola
2Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Apidae,Nomada,,26,canola
3Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Halictidae,Sphecodes,,26,canola
4Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Apidae,Ceratina,,26,canola
5Ckk22,0022-06-27,Peak-Bloom,Clark2,2,GB,Megachilidae,Osmia,,26,canola
6Ckk22,0022-06-27,Peak-Bloom,Clark2,2,SB,Andrenidae,Andrena,,26,canola
1Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,26,canola
2Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Andrenidae,Andrena,,26,canola
3Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Halictidae,Sphecodes,,26,canola
4Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Colletidae,Hylaeus,,26,canola
5Ckk32,0022-06-27,Peak-Bloom,Clark2,3,OLB,Andrenidae,Andrena,,26,canola
6Ckk32,0022-06-27,Peak-Bloom,Clark2,3,GB,Megachilidae,Osmia,,26,canola
7Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Andrenidae,Andrena,,26,canola
8Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Andrenidae,Andrena,,26,canola
9Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,26,canola
10Ckk32,0022-06-27,Peak-Bloom,Clark2,3,SB,Halictidae,Lasioglossum,,26,canola
1Ckk42,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,26,canola
2Ckk42,0022-06-27,Peak-Bloom,Clark2,3,SB,Apidae,Ceratina,,26,canola
1Kam13,0022-07-19,Post-Bloom,Kamiak,1,BB,Apidae,Bombus,,29,canola
2Kam13,0022-07-19,Post-Bloom,Kamiak,1,SB,Halictidae,Lasioglossum,,29,canola
1Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Lasioglossum,,29,canola
2Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Colletidae,Hylaeus,,29,canola
3Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Lasioglossum,,29,canola
4Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Colletidae,Colletes,,29,canola
5Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Dufourea,,29,canola
6Kam23,0022-07-19,Post-Bloom,Kamiak,2,SB,Halictidae,Dufourea,,29,canola
2Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,29,canola
3Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Apidae,Ceratina,,29,canola
4Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,29,canola
5Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Halictidae,Dufourea,,29,canola
6Kam33,0022-07-19,Post-Bloom,Kamiak,3,SB,Megachilidae,Megachile,,29,canola
1Kam43,0022-07-19,Post-Bloom,Kamiak,4,SB,Apidae,Nomada,,29,canola
2Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Megachilidae,Megachile,,29,canola
3Kam43,0022-07-19,Post-Bloom,Kamiak,4,GB,Halictidae,Agapostemon,,29,canola
4Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Andrenidae,Andrena,,29,canola
5Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Andrenidae,Andrena,Abdomen missing/recovered,29,canola
6Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Halictidae,Lasioglossum,,29,canola
7Kam43,0022-07-19,Post-Bloom,Kamiak,4,OLB,Megachilidae,Osmia,,29,canola
1Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Nomada,,24,canola
2Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Nomada,,24,canola
3Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Nomada,,24,canola
4Kam11,0022-06-15,Pre-Bloom,Kamiak,1,HB,Apidae,Apis,,24,canola
5Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
6Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
7Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
8Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
9Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
10Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
11Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
12Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
13Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Apidae,Ceratina,Male,24,canola
14Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
15Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,24,canola
16Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,24,canola
17Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Apidae,Melissodes,,24,canola
18Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,Male,24,canola
19Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,Male,24,canola
20Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,head missing,24,canola
21Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,,24,canola
22Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,24,canola
23Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,24,canola
24Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Halictidae,Halictus,Head and abdomen missing. Abdomen recovered,24,canola
25Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Andrena,,24,canola
26Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Andrenidae,Protandrena,Missing head,24,canola
27Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Halictidae,Lasioglossum,,24,canola
28Kam11,0022-06-15,Pre-Bloom,Kamiak,1,SB,Halictidae,Halictus,,24,canola
29Kam11,0022-06-15,Pre-Bloom,Kamiak,1,OLB,Andrenidae,Andrena,,24,canola
1Kam21,0022-06-15,Pre-Bloom,Kamiak,2,OLB,Apidae,Nomada,,24,canola
2Kam21,0022-06-15,Pre-Bloom,Kamiak,2,BB,Apidae,Anthophora,,24,canola
1Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Megachilidae,Osmia,,24,canola
2Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Apidae,Melissodes,,24,canola
3Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Apidae,Melissodes,,24,canola
4Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,24,canola
5Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Halictus,,24,canola
6Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,24,canola
8Kam31,0022-06-15,Pre-Bloom,Kamiak,3,OLB,Andrenidae,Andrena,,24,canola
9Kam31,0022-06-15,Pre-Bloom,Kamiak,3,SB,Halictidae,Lasioglossum,,24,canola
1Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Apidae,Nomada,,24,canola
2Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Apidae,Nomada,Head missing, recovered. Abdomen missing,24,canola
3Kam41,0022-06-15,Pre-Bloom,Kamiak,4,OLB,Apidae,Melissodes,,24,canola
4Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Andrenidae,Andrena,,24,canola
5Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Andrenidae,Andrena,,24,canola
6Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Halictidae,Halictus,,24,canola
7Kam41,0022-06-15,Pre-Bloom,Kamiak,4,OLB,Andrenidae,Andrena,,24,canola
8Kam41,0022-06-15,Pre-Bloom,Kamiak,4,SB,Andrenidae,Protandrena,Head missing,24,canola
1Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Apidae,Nomada,,23,canola
2Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Apidae,Ceratina,Male,23,canola
3Ckk11,0022-06-07,Pre-Bloom,Clark2,1,GB,Megachilidae,Osmia,head missing,23,canola
4Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Halictidae,Lasioglossum,,23,canola
5Ckk11,0022-06-07,Pre-Bloom,Clark2,1,SB,Halictidae,Lasioglossum,,23,canola
6Ckk11,0022-06-07,Pre-Bloom,Clark2,1,GB,Megachilidae,Osmia,,23,canola
1Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,23,canola
2Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,23,canola
3Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,23,canola
4Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,23,canola
5Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,,23,canola
6Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,23,canola
7Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,23,canola
8Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,23,canola
9Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Apidae,Nomada,,23,canola
10Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Halictidae,Lasioglossum,,23,canola
11Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Halictidae,Halictus,Abdomen missing/recovered,23,canola
12Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Halictidae,Halictus,,23,canola
13Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Andrenidae,Andrena,,23,canola
14Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Megachilidae,Osmia,,23,canola
15Ckk21,0022-06-07,Pre-Bloom,Clark2,2,SB,Apidae,Nomada,*Silas check. Keys out to nomada but looks like wasp,23,canola
16Ckk21,0022-06-07,Pre-Bloom,Clark2,2,OLB,Halictidae,Halictus,,23,canola
1Ckk31,0022-06-07,Pre-Bloom,Clark2,3,SB,Apidae,Ceratina,Male,23,canola
1Ckk41,0022-06-07,Pre-Bloom,Clark2,4,OLB,Apidae,Nomada,,23,canola
2Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Nomada,,23,canola
3Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male,23,canola
4Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male. Abdomen missing. Head missing/recovered.,23,canola
5Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male,23,canola
6Ckk41,0022-06-07,Pre-Bloom,Clark2,4,SB,Apidae,Ceratina,Male,23,canola
7Ckk41,0022-06-07,Pre-Bloom,Clark2,4,OLB,Megachilidae,Osmia,,23,canola
1SH13,0022-07-27,Post-Bloom,Smoot,1,OLB,Apidae,Epoleus,,30,canola
2SH13,0022-07-27,Post-Bloom,Smoot,1,SB,Halictidae,Lasioglossum,,30,canola
3SH13,0022-07-27,Post-Bloom,Smoot,1,SB,Halictidae,Lasioglossum,*Silas check. Keys out to lasioglossum but has yellow legs,30,canola
4SH13,0022-07-27,Post-Bloom,Smoot,1,OLB,Apidae,Epoleus,,30,canola
5SH13,0022-07-27,Post-Bloom,Smoot,1,OLB,Halictidae,Lasioglossum,,30,canola
1SH23,0022-07-27,Post-Bloom,Smoot,2,SB,Apidae,Ceratina,,30,canola
2SH23,0022-07-27,Post-Bloom,Smoot,2,SB,Halictidae,Lasioglossum,,30,canola
3SH23,0022-07-27,Post-Bloom,Smoot,2,OLB,Halictidae,Lasioglossum,,30,canola
4SH23,0022-07-27,Post-Bloom,Smoot,2,OLB,Halictidae,Halictus,,30,canola
5SH23,0022-07-27,Post-Bloom,Smoot,2,OLB,Halictidae,Halictus,,30,canola
1SH33,0022-07-27,Post-Bloom,Smoot,3,BB,Apidae,Bombus,,30,canola
2SH33,0022-07-27,Post-Bloom,Smoot,3,OLB,Apidae,Nomada,,30,canola
3SH33,0022-07-27,Post-Bloom,Smoot,3,SB,Halictidae,Halictus,,30,canola
1SH43,0022-07-27,Post-Bloom,Smoot,3,BB,Apidae,Bombus,,30,canola
2SH43,0022-07-27,Post-Bloom,Smoot,3,BB,Apidae,Bombus,,30,canola
3SH43,0022-07-27,Post-Bloom,Smoot,3,OLB,Halictidae,Lasioglossum,,30,canola
4SH43,0022-07-27,Post-Bloom,Smoot,3,SB,Halictidae,Halictus,,30,canola
1Chpp23,0022-07-25,Post-Bloom,Chipman2,2,SB,Megachilidae,Osmia,,30,canola
1Chpp43,0022-07-25,Post-Bloom,Chipman2,4,BB,Apidae,Bombus,,30,canola
1Ck13,0022-07-26,Post-Bloom,Clark1,1,BB,Apidae,Bombus,,30,canola
2Ck13,0022-07-26,Post-Bloom,Clark1,1,OLB,Apidae,Nomada,,30,canola
3Ck13,0022-07-26,Post-Bloom,Clark1,1,OLB,Andrenidae,Andrena,,30,canola
4Ck13,0022-07-26,Post-Bloom,Clark1,1,OLB,Andrenidae,Andrena,,30,canola
5Ck13,0022-07-26,Post-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,Abdomen missing,30,canola
6Ck13,0022-07-26,Post-Bloom,Clark1,1,SB,Halictidae,Lasioglossum,,30,canola
