ID,date,period,site,land_type,latitude,longitude,transect,morphogroup,family,genus,head_width,intertegular_space,Notes,Notes
57Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.79,1.84,weird color morph?,weird color morph?
58Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.5,1.68,,
58Chpp21,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Andrenidae,Andrena,2.75,1.89,,
59Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.38,1.59,,
5Aso12,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,1,Solitary,Andrenidae,Andrena,2.6,1.55,,
5Aso22,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,2,Solitary,Andrenidae,Andrena,3.47,2.19,,
5Aso31,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,3,Solitary,Andrenidae,Andrena,3.37,2.12,,
5Aso32,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,3,Solitary,Andrenidae,Andrena,2.18,1.15,,
5Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.86,1.84,,
5Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,3.59,2.39,,
5Ck42,0022-06-28,2,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.75,1.67,Male,Male
5Ckk32,0022-06-27,2,Clark2,natural,46.835963,-117.220154,3,Solitary,Andrenidae,Andrena,3.38,2.88,,
5Kam12,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Andrena,2.38,1.79,,
5Kam41,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Andrenidae,Andrena,1.85,1.25,,
5Kam43,0022-07-19,3,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Andrenidae,Andrena,2.99,1.98,Abdomen missing/recovered,Abdomen missing/recovered
60Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.29,1.4,,
65Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.47,1.39,,
66Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.31,1.45,,
67Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.27,1.56,,
6Aso12,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,1,Solitary,Andrenidae,Andrena,2.9,2,,
6Aso22,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,2,Solitary,Andrenidae,Andrena,2.71,1.69,,
6Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.91,1.82,,
6Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.99,1.79,,
6Chp31,0022-06-02,1,Chipman1,semi,46.721549,-117.153,3,Solitary,Andrenidae,Andrena,2.61,1.87,Abdomen missing/recovered,Abdomen missing/recovered
6Chp41,0022-06-02,1,Chipman1,semi,46.721549,-117.153,4,Solitary,Andrenidae,Andrena,1.79,1.16,,
6Ckk22,0022-06-27,2,Clark2,natural,46.835963,-117.220154,2,Solitary,Andrenidae,Andrena,2.62,1.84,,
6Kam22,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,2,Solitary,Andrenidae,Andrena,3.28,2.05,,
75Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,1.94,1.34,,
75Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Andrenidae,Andrena,2.05,1.3,,
76Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,2.04,1.44,,
7Aso12,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,1,Solitary,Andrenidae,Andrena,1.93,1.15,,
7Aso22,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,2,Solitary,Andrenidae,Andrena,2.92,1.78,,
7Aso41,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,3.08,2.03,Male,Male
7Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.81,1.8,,
7Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.96,1.92,,
7Ckk32,0022-06-27,2,Clark2,natural,46.835963,-117.220154,3,Solitary,Andrenidae,Andrena,1.72,1.36,,
7Kam22,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,2,Solitary,Andrenidae,Andrena,3.68,2.36,,
7Kam32,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Andrenidae,Andrena,3.24,2.2,,
7Kam41,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Andrenidae,Andrena,2.62,1.64,,
8Aso12,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,1,Solitary,Andrenidae,Andrena,1.88,1.01,,
8Aso41,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,3.25,2.18,,
8Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.73,1.94,,
8Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,3.73,2.5,,
8Chp31,0022-06-02,1,Chipman1,semi,46.721549,-117.153,3,Solitary,Andrenidae,Andrena,2.63,1.78,,
8Ckk32,0022-06-27,2,Clark2,natural,46.835963,-117.220154,3,Solitary,Andrenidae,Andrena,2.52,1.48,,
8Hut22,0022-07-07,2,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Andrenidae,Andrena,4.43,3.56,,
8Kam22,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,2,Solitary,Andrenidae,Andrena,3.24,2.17,,
8Kam32,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Andrenidae,Andrena,2.92,2.24,,
8SH21,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,2,Solitary,Andrenidae,Andrena,1.87,1.13,,
9Aso41,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,3.32,2.14,,
9Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.76,1.67,,
9Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Andrena,2.79,1.84,,
9Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Andrenidae,Andrena,1.92,1.11,,
9Ck22,0022-06-28,2,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Andrenidae,Andrena,2.99,2.41,,
9Ck41,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Andrenidae,Andrena,3.2,2.01,,
9Kam22,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,2,Solitary,Andrenidae,Andrena,3.03,2.1,,
9Kam32,0022-06-30,2,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Andrenidae,Andrena,2.02,1.31,,
44Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Andrenidae,Panurginus,1.75,1.18,,
45Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Andrenidae,Panurginus,1.67,1.13,,
7Plaz42,0022-07-06,2,Plaza,natural,47.397565,-117.57463,4,Solitary,Andrenidae,Panurginus,1.7,1.34,,
1Plaz12,0022-07-06,2,Plaza,natural,47.397565,-117.57463,1,Solitary,Andrenidae,Perdita,1.29,0.62,,
1Plaz42,0022-07-06,2,Plaza,natural,47.397565,-117.57463,4,Solitary,Andrenidae,Perdita,1.42,0.95,,
1Span22,0022-07-06,2,Spangle,natural,47.397378,-117.488876,2,Solitary,Andrenidae,Perdita,1.53,1.09,,
2Span22,0022-07-06,2,Spangle,natural,47.397378,-117.488876,2,Solitary,Andrenidae,Perdita,1.31,0.81,,
79Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Perdita,1.55,1.02,,
10Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.59,1,S.L.,
11Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.53,1.03,S.L.,
12Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.5,0.92,S.L.,
14Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.46,1.22,S.L.,
18Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.6,0.95,S.L.,Male
19Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.56,1.08,S.L.,Male
21Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.66,1.04,S.L.,
5Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.47,0.82,S.L.,
6Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.43,0.88,S.L.,
78Aso42,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,4,Solitary,Andrenidae,Protandrena,1.94,1.26,,
7Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.52,0.93,S.L.,
8Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.61,0.81,S.L.,
9Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Andrenidae,Protandrena,1.58,0.92,S.L.,
13Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,HoneyBee,Apidae,Apis,3.56,2.84,mellifera,mellifera
1Aso12,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,1,HoneyBee,Apidae,Apis,3.73,2.64,mellifera,mellifera
1Chp12,0022-07-05,2,Chipman1,semi,46.721549,-117.153,1,HoneyBee,Apidae,Apis,3.73,2.95,mellifera,mellifera
1Chp32,0022-07-05,2,Chipman1,semi,46.721549,-117.153,3,HoneyBee,Apidae,Apis,3.85,3.07,mellifera,mellifera
2Chp32,0022-07-05,2,Chipman1,semi,46.721549,-117.153,3,HoneyBee,Apidae,Apis,3.67,2.89,mellifera,mellifera
2Chp42,0022-07-05,2,Chipman1,semi,46.721549,-117.153,4,HoneyBee,Apidae,Apis,3.74,2.88,mellifera,mellifera
3Chp32,0022-07-05,2,Chipman1,semi,46.721549,-117.153,3,HoneyBee,Apidae,Apis,3.65,3.08,mellifera,mellifera
3Chp42,0022-07-05,2,Chipman1,semi,46.721549,-117.153,4,HoneyBee,Apidae,Apis,3.66,2.65,mellifera,mellifera
4Chp32,0022-07-05,2,Chipman1,semi,46.721549,-117.153,3,HoneyBee,Apidae,Apis,3.79,2.87,mellifera,mellifera
4Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,HoneyBee,Apidae,Apis,3.55,2.98,,
15Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,BumbleBee,Apidae,Bombus,3.29,3.18,,
16Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,BumbleBee,Apidae,Bombus,3.1,3.11,,
1Aso22,0022-06-29,2,Asotin,natural,46.26055038,-117.29982,2,BumbleBee,Apidae,Bombus,3.85,2.99,,
1Aso33,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,3,BumbleBee,Apidae,Bombus,3.41,3.33,,
1Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,BumbleBee,Apidae,Bombus,3.57,3.46,,
1Chpp43,0022-07-25,3,Chipman2,semi,46.7371882,-117.0662461,4,BumbleBee,Apidae,Bombus,3.19,3.2,,
1Ck13,0022-07-26,3,Clark1,semi,46.82942655,-117.1411106,1,BumbleBee,Apidae,Bombus,1.37,0.94,,incorrect measurements?
1Kam13,0022-07-19,3,Kamiak,natural,46.8676508,-117.1510624,1,BumbleBee,Apidae,Bombus,3.52,3.52,,
1SH33,0022-07-27,3,Smoot,natural,46.82218897,-117.237749,3,BumbleBee,Apidae,Bombus,3.51,3.43,,
1SH43,0022-07-27,3,Smoot,natural,46.82218897,-117.237749,3,BumbleBee,Apidae,Bombus,3.2,3.42,,
1Span33,0022-08-02,3,Spangle,natural,47.397378,-117.488876,3,BumbleBee,Apidae,Bombus,4.9,5.23,,
2Aso33,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,3,BumbleBee,Apidae,Bombus,3.51,3.55,,
2Aso43,0022-07-21,3,Asotin,natural,46.26055038,-117.29982,4,BumbleBee,Apidae,Bombus,3.67,3.64,,
2SH43,0022-07-27,3,Smoot,natural,46.82218897,-117.237749,3,BumbleBee,Apidae,Bombus,3.56,3.3,,
4Chp42,0022-07-05,2,Chipman1,semi,46.721549,-117.153,4,BumbleBee,Apidae,Bombus,3.69,3.65,,
10Aso31,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,3,Solitary,Apidae,Ceratina,1.4,0.86,Male,Male
10Chp32,0022-07-05,2,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.34,0.93,,
10Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.61,1.01,,
10Chp42,0022-07-05,2,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Ceratina,1.22,0.75,,
10Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.4,1.04,Male,Male
10Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.36,0.89,Male,Male
10Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.31,0.84,,
10SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Apidae,Ceratina,1.43,0.91,,
11Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.53,0.94,,
11Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.38,0.87,Male,Male
11Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.31,0.87,,
11SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Apidae,Ceratina,1.94,1.3,,
12Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.82,1.28,,
12Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.36,0.93,Male,Male
12Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.45,1,Male,Male
12Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.3,0.77,,
12SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Apidae,Ceratina,2.39,1.69,,
13Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.89,1.35,,
13Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.62,1.04,Female,Female
13Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.33,0.87,,
13Kam11,0022-06-15,1,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Apidae,Ceratina,1.58,0.94,Male,Male
14Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.59,0.98,,
14Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.39,0.96,Male,Male
14Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.92,1.11,Male,Male
14Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.29,0.79,,
15Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.54,1.11,Male,Male
15Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.35,0.97,Male,Male
15Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.21,0.79,,
16Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.37,0.91,Male,Male
16Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.31,0.86,,
17Aso41,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,4,Solitary,Apidae,Ceratina,1.21,0.83,Male,Male
17Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.48,0.98,,
17Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.3,0.88,Male,Male
17Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.4,0.87,,
18Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.64,1.15,,
18Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.38,0.94,Male,Male
18Ck11,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.38,0.82,abdomen missing,abdomen missing
18SH41,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,4,Solitary,Apidae,Ceratina,1.21,0.78,"head missing, recovered","head missing, recovered"
19Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.51,0.88,,
19Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.44,0.84,Male,Male
19SH41,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,4,Solitary,Apidae,Ceratina,1.32,1.04,,
1Aso21,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,2,Solitary,Apidae,Ceratina,1.32,0.81,Male,Male
1Chp23,0022-07-25,3,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.46,1.05,,
1Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.58,1.09,,
1Chp34,0022-07-25,3,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Ceratina,1.4,0.88,,
1Chpp12,0022-07-05,2,Chipman2,semi,46.7371882,-117.0662461,1,Solitary,Apidae,Ceratina,1.52,0.89,F,F
1Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.44,0.97,Male,Male
1Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.4,0.92,Male,Male
1Ck21,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.26,0.8,,
1Ck31,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,3,Solitary,Apidae,Ceratina,1.41,0.97,,
1Ckk31,0022-06-07,1,Clark2,natural,46.835963,-117.220154,3,Solitary,Apidae,Ceratina,1.47,1.13,Male,Male
1Ckk32,0022-06-27,2,Clark2,natural,46.835963,-117.220154,3,Solitary,Apidae,Ceratina,1.23,0.99,,
1Ckk42,0022-06-27,2,Clark2,natural,46.835963,-117.220154,3,Solitary,Apidae,Ceratina,1.25,0.9,,
1Hut21,0022-06-22,1,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Apidae,Ceratina,1.32,0.83,Male,Male
1SH23,0022-07-27,3,Smoot,natural,46.82218897,-117.237749,2,Solitary,Apidae,Ceratina,1.86,1.2,,
20Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.6,1.1,,
20Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.51,0.89,Male,Male
20SH31,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,3,Solitary,Apidae,Ceratina,2.05,1.43,,
21Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.79,1.24,,
21Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.42,0.88,Male,Male
22Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.43,1,,
22Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.4,0.86,Male,Male
22Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.34,0.89,Male,Male
23Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.54,0.98,,
23Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.41,0.96,Male,Male
23Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.41,0.86,Male. Abdomen missing,Male. Abdomen missing
24Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.42,0.99,,
24Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.54,1.05,Female,Female
24Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.38,0.87,Male,Male
25Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.41,0.9,,
25Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.48,0.9,Male,Male
26Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.6,0.97,,
26Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.65,0.99,Female,Female
26Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.3,0.84,Male,Male
27Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.64,1.14,,
28Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.58,1.08,,
29Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.47,0.85,,
2Aso11,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,1,Solitary,Apidae,Ceratina,1.31,0.8,Male,Male
2Chp23,0022-07-25,3,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.54,1.14,,
2Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.7,1.2,,
2Chp34,0022-07-25,3,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Ceratina,1.34,0.85,,
2Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.43,0.92,Male,Male
2Chpp32,0022-07-05,2,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.32,0.79,M,M
2Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.42,0.96,Male,Male
2Chpp42,0022-07-05,2,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.93,1.19,F,F
2Ck21,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.41,0.92,,
2Ckk11,0022-06-07,1,Clark2,natural,46.835963,-117.220154,1,Solitary,Apidae,Ceratina,1.24,0.78,Male,Male
33Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.67,1.19,,
34Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.56,1.13,,
35Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.43,0.91,,
37Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.56,1.05,,
38Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.49,1.01,,
39Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.61,0.97,,
3Aso11,0022-06-08,1,Asotin,natural,46.26055038,-117.29982,1,Solitary,Apidae,Ceratina,1.27,0.8,Male,Male
3Chp12,0022-07-05,2,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.72,1.23,,
3Chp23,0022-07-25,3,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.66,1.11,,
3Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.68,1.16,,
3Chp34,0022-07-25,3,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Ceratina,1.43,1.03,,
3Chpp31,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.47,0.93,Male,Male
3Chpp32,0022-07-05,2,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.29,0.87,M,M
3Chpp41,0022-06-02,1,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.53,0.98,Male,Male
3Chpp42,0022-07-05,2,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.51,0.92,F,F
3Ck21,0022-06-07,1,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.28,0.87,,
3Ckk41,0022-06-07,1,Clark2,natural,46.835963,-117.220154,4,Solitary,Apidae,Ceratina,1.35,1.04,Male,Male
3Kam33,0022-07-19,3,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Apidae,Ceratina,1.4,0.95,,
3SH21,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,2,Solitary,Apidae,Ceratina,1.21,0.85,,
3SH41,0022-06-21,1,Smoot ,natural,46.82218897,-117.237749,4,Solitary,Apidae,Ceratina,1.53,1.13,,
40Chp33,0022-07-25,3,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.65,1.12,,
