date,period,site,land_type,latitude,longitude,transect,morphogroup,family,genus,head_width,intertegular_space,in_canola,subgenus,species
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.51,1.06,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.22,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.41,0.98,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.27,0.84,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.35,0.91,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.61,1.1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.26,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.32,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,2.38,1.66,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,1,Solitary,Apidae,Ceratina,1.25,0.83,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.42,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.14,0.73,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.33,0.79,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.46,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.36,0.87,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.32,1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.39,0.95,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.29,1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.57,1.09,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.33,0.77,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.6,0.96,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.27,0.84,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.45,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.54,1.1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.26,0.81,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.4,0.87,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.45,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.36,0.86,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.35,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.23,0.95,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.33,0.77,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.46,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.3,0.85,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.27,0.73,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.44,0.96,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,1,Solitary,Apidae,Ceratina,1.43,1.03,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.24,0.88,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.52,1.1,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.6,1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.44,0.94,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.44,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Ceratina,1.44,1.03,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.8,1.19,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.39,0.85,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.24,0.76,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.32,0.88,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.22,0.85,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.38,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.33,0.97,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Ceratina,1.45,1.03,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.38,0.88,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.44,0.98,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.48,0.98,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.46,0.99,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.53,1.03,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.41,0.99,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.36,0.91,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.37,0.95,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.62,1.05,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.34,0.86,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.26,0.77,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.45,0.9,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.56,0.99,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.32,0.91,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.43,1.04,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.93,1.25,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.73,1.06,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.43,1.02,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.57,1.08,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.32,0.84,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.66,1.06,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.45,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.28,0.76,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.39,0.83,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.41,0.98,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.33,0.91,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.44,0.91,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.65,1.1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.48,0.97,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.68,1.12,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.44,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.46,1.01,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.82,1.23,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.41,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.3,0.99,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Ceratina,1.36,0.96,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.27,0.85,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Ceratina,1.36,0.9,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.43,0.94,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.37,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.62,1.08,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.33,0.88,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.41,0.97,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.9,1.2,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.41,1.02,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.29,0.82,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.56,1.1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.77,1.22,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.78,1.17,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.32,0.83,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.34,0.88,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.44,0.99,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.35,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.13,0.71,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.58,1.1,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.38,0.87,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.4,0.96,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.4,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.39,0.81,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.35,0.94,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.46,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.39,0.98,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.35,0.87,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.38,0.97,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.26,0.88,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.3,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.43,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.43,0.91,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.4,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.21,0.78,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.6,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.48,0.97,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.29,0.85,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.46,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.29,0.87,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.26,0.75,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.43,0.97,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.39,0.9,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Ceratina,1.47,1.06,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.25,0.76,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Apidae,Ceratina,1.46,0.98,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.36,0.88,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.32,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.26,0.9,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.34,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.47,0.93,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.33,0.84,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.25,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.27,0.78,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.55,0.94,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.44,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Apidae,Ceratina,1.42,0.98,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Ceratina,1.41,0.92,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Ceratina,1.38,0.97,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Ceratina,1.35,0.96,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,2,Solitary,Apidae,Ceratina,1.39,0.93,no,NA,NA
2022-07-25,Post-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Diadasia,2.84,2.46,no,NA,NA
2022-07-25,Post-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Diadasia,2.66,2.22,no,NA,NA
2022-07-25,Post-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Apidae,Diadasia,2.94,2.31,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,1,Solitary,Apidae,Epoleus,2.85,1.95,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,1,Solitary,Apidae,Epoleus,2.8,1.67,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Apidae,Eucera,4.11,3.32,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Apidae,Eucera,4.06,2.8,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Apidae,Eucera,3.97,3.35,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Apidae,Eucera,3.73,2.79,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Apidae,Eucera,3.84,2.87,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Apidae,Eucera,4.22,3.26,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Apidae,Eucera,4.13,3.16,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Apidae,Eucera,4.05,2.81,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,2,Solitary,Apidae,Melecta,3.6,2.65,no,NA,NA
2022-06-30,Peak-Bloom,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Apidae,Melissodes,4.1,3.26,no,NA,NA
2022-06-30,Peak-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Apidae,Melissodes,4.04,3.07,no,NA,NA
2022-06-30,Peak-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Apidae,Melissodes,3.9,3.14,no,NA,NA
2022-07-08,Peak-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Apidae,Melissodes,4.13,3,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Apidae,Nomada,2.55,1.58,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Apidae,Nomada,2.23,1.24,no,NA,NA
2022-06-07,Pre-Bloom,Clark2,natural,46.835963,-117.220154,2,Solitary,Apidae,Nomada,1.76,1.22,no,NA,NA
2022-06-08,Pre-Bloom,Asotin,natural,46.26055038,-117.29982,1,Solitary,Apidae,Nomada,3.65,2.36,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,4,Solitary,Apidae,Nomada,2.3,1.29,no,NA,NA
2022-07-05,Peak-Bloom,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Nomada,2.47,1.7,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Nomada,2.64,1.77,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,3,Solitary,Apidae,Nomada,2.58,1.62,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Apidae,Nomada,3.43,2.22,no,NA,NA
2022-06-07,Pre-Bloom,Clark2,natural,46.835963,-117.220154,1,Solitary,Apidae,Nomada,1.85,1.16,no,NA,NA
2022-06-27,Peak-Bloom,Clark2,natural,46.835963,-117.220154,1,Solitary,Apidae,Nomada,2.45,1.62,no,NA,NA
2022-06-07,Pre-Bloom,Clark2,natural,46.835963,-117.220154,2,Solitary,Apidae,Nomada,2.17,1.26,no,NA,NA
2022-06-27,Peak-Bloom,Clark2,natural,46.835963,-117.220154,2,Solitary,Apidae,Nomada,2.32,1.54,no,NA,NA
2022-06-07,Pre-Bloom,Clark2,natural,46.835963,-117.220154,4,Solitary,Apidae,Nomada,3.53,2.23,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Apidae,Nomada,3.4,2.18,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Apidae,Nomada,3.6,2.23,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Apidae,Nomada,3.59,2.48,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,2,Solitary,Apidae,Nomada,3.2,2.26,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Apidae,Nomada,2.21,1.31,no,NA,NA
2022-06-30,Peak-Bloom,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Apidae,Nomada,2.64,1.91,no,NA,NA
2022-07-19,Post-Bloom,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Apidae,Nomada,2.69,1.71,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Apidae,Nomada,2.54,1.65,no,NA,NA
2022-07-08,Peak-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Apidae,Nomada,2.38,1.5,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Apidae,Nomada,2.07,1.22,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,4,Solitary,Apidae,Nomada,2.34,1.32,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Apidae,Nomada,2.34,1.39,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Apidae,Nomada,2.59,1.73,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Apidae,Nomada,1.9,1.09,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Apidae,Nomada,2.19,1.25,no,NA,NA
2022-06-02,Pre-Bloom,Chipman2,semi,46.7371882,-117.0662461,3,Solitary,Apidae,Nomada,2,1.12,no,NA,NA
2022-06-08,Pre-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Apidae,Nomada,2.39,1.35,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,2,Solitary,Apidae,Nomada,2.46,1.63,no,NA,NA
2022-07-26,Post-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Apidae,Nomada,1.56,1.12,no,NA,NA
